date,rental
2021-10-31,96432
2021-11-01,119911
2021-11-02,128186
2021-11-03,129594
2021-11-04,123993
2021-11-05,130048
2021-11-06,118833
2021-11-07,111896
2021-11-08,18569
2021-11-09,38917
2021-11-10,82413
2021-11-11,93961
2021-11-12,93366
2021-11-13,89598
2021-11-14,88655
2021-11-15,107707
2021-11-16,108002
2021-11-17,108450
2021-11-18,105793
2021-11-19,113731
2021-11-20,87061
2021-11-21,65968
2021-11-22,72570
2021-11-23,73003
2021-11-24,87852
2021-11-25,91716
2021-11-26,85807
2021-11-27,71353
2021-11-28,66888
2021-11-29,94863
2021-11-30,28587
2021-12-01,62785
2021-12-02,65547
2021-12-03,70087
2021-12-04,59475
2021-12-05,58055
2021-12-06,84020
2021-12-07,89379
2021-12-08,90993
2021-12-09,88633
2021-12-10,73232
2021-12-11,69787
2021-12-12,46233
2021-12-13,62218
2021-12-14,56280
2021-12-15,67884
2021-12-16,80657
2021-12-17,48342
2021-12-18,23784
2021-12-19,19804
2021-12-20,63330
2021-12-21,71556
2021-12-22,73644
2021-12-23,75058
2021-12-24,55216
2021-12-25,18859
2021-12-26,16485
2021-12-27,42521
2021-12-28,51268
2021-12-29,52017
2021-12-30,48993
2021-12-31,40604
2022-01-01,29185
2022-01-02,28914
2022-01-03,53573
2022-01-04,56344
2022-01-05,57413
2022-01-06,59714
2022-01-07,60422
2022-01-08,45366
2022-01-09,38304
2022-01-10,58706
2022-01-11,39715
2022-01-12,45304
2022-01-13,43881
2022-01-14,50087
2022-01-15,41820
2022-01-16,32433
2022-01-17,36605
2022-01-18,46018
2022-01-19,27105
2022-01-20,41568
2022-01-21,51219
2022-01-22,44304
2022-01-23,41704
2022-01-24,63894
2022-01-25,47991
2022-01-26,63246
2022-01-27,59413
2022-01-28,56150
2022-01-29,38024
2022-01-30,31891
2022-01-31,29553
2022-02-01,14212
2022-02-02,28743
2022-02-03,46840
2022-02-04,45787
2022-02-05,31339
2022-02-06,31079
2022-02-07,52453
2022-02-08,58927
2022-02-09,62895
2022-02-10,64927
2022-02-11,67004
2022-02-12,58539
2022-02-13,52389
2022-02-14,46767
2022-02-15,47756
2022-02-16,42522
2022-02-17,46195
2022-02-18,56957
2022-02-19,39653
2022-02-20,30847
2022-02-21,48680
2022-02-22,48398
2022-02-23,47234
2022-02-24,53734
2022-02-25,61573
2022-02-26,38403
2022-02-27,52957
2022-02-28,72542
2022-03-01,49748
2022-03-02,70625
2022-03-03,77700
2022-03-04,72968
2022-03-05,55988
2022-03-06,53875
2022-03-07,72078
2022-03-08,81170
2022-03-09,88625
2022-03-10,86435
2022-03-11,97284
2022-03-12,80704
2022-03-13,37571
2022-03-14,48377
2022-03-15,90277
2022-03-16,98151
2022-03-17,76285
2022-03-18,77855
2022-03-19,33486
2022-03-20,67396
2022-03-21,84756
2022-03-22,96050
2022-03-23,86793
2022-03-24,94936
2022-03-25,80415
2022-03-26,61907
2022-03-27,86816
2022-03-28,104291
2022-03-29,112845
2022-03-30,87831
2022-03-31,110528
2022-04-01,117334
2022-04-02,107302
2022-04-03,111356
2022-04-04,117648
2022-04-05,122858
2022-04-06,127811
2022-04-07,126797
2022-04-08,143545
2022-04-09,148007
2022-04-10,150889
2022-04-11,151754
2022-04-12,119002
2022-04-13,92089
2022-04-14,122654
2022-04-15,141286
2022-04-16,134241
2022-04-17,129927
2022-04-18,139226
2022-04-19,144447
2022-04-20,148079
2022-04-21,149044
2022-04-22,129271
2022-04-23,146570
2022-04-24,133084
2022-04-25,129831
2022-04-26,152367
2022-04-27,156150
2022-04-28,157045
2022-04-29,115321
2022-04-30,125572
2022-05-01,123804
2022-05-02,155868
2022-05-03,161630
2022-05-04,169370
2022-05-05,161574
2022-05-06,167589
2022-05-07,143370
2022-05-08,83449
2022-05-09,165624
2022-05-10,171961
2022-05-11,172189
2022-05-12,173717
2022-05-13,173872
2022-05-14,147975
2022-05-15,146364
2022-05-16,170018
2022-05-17,174664
2022-05-18,147831
2022-05-19,171349
2022-05-20,177475
2022-05-21,158972
2022-05-22,149211
2022-05-23,169251
2022-05-24,176941
2022-05-25,134187
2022-05-26,172688
2022-05-27,183674
2022-05-28,164366
2022-05-29,148794
2022-05-30,161538
2022-05-31,183522
2022-06-01,171655
2022-06-02,177588
2022-06-03,180769
2022-06-04,157500
2022-06-05,126415
2022-06-06,136660
2022-06-07,179409
2022-06-08,182892
2022-06-09,150820
2022-06-10,155223
2022-06-11,160120
2022-06-12,143466
2022-06-13,169956
2022-06-14,166700
2022-06-15,73488
2022-06-16,159975
2022-06-17,181393
2022-06-18,153139
2022-06-19,143464
2022-06-20,181066
2022-06-21,178590
2022-06-22,182183
2022-06-23,54576
2022-06-24,152178
2022-06-25,146769
2022-06-26,122474
2022-06-27,94761
2022-06-28,112003
2022-06-29,52664
2022-06-30,8796
2022-07-01,157478
2022-07-02,131815
2022-07-03,114470
2022-07-04,151497
2022-07-05,149259
2022-07-06,142649
2022-07-07,116854
2022-07-08,150313
2022-07-09,134633
2022-07-10,110494
2022-07-11,146165
2022-07-12,167309
2022-07-13,21922
2022-07-14,152774
2022-07-15,167144
2022-07-16,110506
2022-07-17,128631
2022-07-18,166820
2022-07-19,168900
2022-07-20,145087
2022-07-21,112449
2022-07-22,153209
2022-07-23,79826
2022-07-24,113217
2022-07-25,145899
2022-07-26,160600
2022-07-27,161296
2022-07-28,155345
2022-07-29,147170
2022-07-30,107582
2022-07-31,29814
2022-08-01,108030
2022-08-02,57524
2022-08-03,102130
2022-08-04,148807
2022-08-05,145855
2022-08-06,106406
2022-08-07,97939
2022-08-08,21616
2022-08-09,482
2022-08-10,108151
2022-08-11,108359
2022-08-12,147097
2022-08-13,82347
2022-08-14,87778
2022-08-15,83889
2022-08-16,154263
2022-08-17,157994
2022-08-18,162179
2022-08-19,83749
2022-08-20,124465
2022-08-21,122389
2022-08-22,146073
2022-08-23,152206
2022-08-24,174857
2022-08-25,135159
2022-08-26,177282
2022-08-27,173160
2022-08-28,160420
2022-08-29,108865
2022-08-30,16813
2022-08-31,164301
2022-09-01,179336
2022-09-02,187990
2022-09-03,170688
2022-09-04,39346
2022-09-05,5208
2022-09-06,142342
2022-09-07,179905
2022-09-08,183813
2022-09-09,123214
2022-09-10,108686
2022-09-11,107761
2022-09-12,151839
2022-09-13,167657
2022-09-14,179633
2022-09-15,184021
2022-09-16,132178
2022-09-17,147264
2022-09-18,146847
2022-09-19,183189
2022-09-20,191649
2022-09-21,191553
2022-09-22,189285
2022-09-23,178981
2022-09-24,176719
2022-09-25,162743
2022-09-26,187571
2022-09-27,190672
2022-09-28,191600
2022-09-29,186204
2022-09-30,192638
2022-10-01,167146
2022-10-02,74506
2022-10-03,10809
2022-10-04,146100
2022-10-05,179824
2022-10-06,169381
2022-10-07,181964
2022-10-08,166740
2022-10-09,24968
2022-10-10,72486
2022-10-11,157516
2022-10-12,171262
2022-10-13,175695
2022-10-14,180404
2022-10-15,160508
2022-10-16,134682
2022-10-17,149615
2022-10-18,152318
2022-10-19,159650
2022-10-20,163096
2022-10-21,167708
2022-10-22,146898
2022-10-23,124544
2022-10-24,147964
2022-10-25,157819
2022-10-26,163030
2022-10-27,163519
2022-10-28,167013
2022-10-29,146310
2022-10-30,126689
2022-10-31,160105
2022-11-01,162918
2022-11-02,161139
2022-11-03,146670
2022-11-04,127701
2022-11-05,109291
2022-11-06,106962
2022-11-07,146674
2022-11-08,157941
2022-11-09,157102
2022-11-10,158857
2022-11-11,165833
2022-11-12,66917
2022-11-13,87874
2022-11-14,141077
2022-11-15,125177
2022-11-16,141697
2022-11-17,148576
2022-11-18,152302
2022-11-19,126814
2022-11-20,119927
2022-11-21,147806
2022-11-22,140744
2022-11-23,148238
2022-11-24,146932
2022-11-25,145164
2022-11-26,90547
2022-11-27,82725
2022-11-28,57036
2022-11-29,92580
2022-11-30,75346
2022-12-01,74904
2022-12-02,84067
2022-12-03,57915
2022-12-04,44873
2022-12-05,77693
2022-12-06,80832
2022-12-07,96195
2022-12-08,100979
2022-12-09,102213
2022-12-10,72960
2022-12-11,60129
2022-12-12,59098
2022-12-13,57490
2022-12-14,54486
2022-12-15,37021
2022-12-16,41953
2022-12-17,31405
2022-12-18,25468
2022-12-19,51854
2022-12-20,64282
2022-12-21,31784
2022-12-22,39874
2022-12-23,33723
2022-12-24,28612
2022-12-25,25623
2022-12-26,52582
2022-12-27,58890
2022-12-28,54012
2022-12-29,57393
2022-12-30,56058
2022-12-31,42347
2023-01-01,38037
2023-01-02,56609
2023-01-03,61252
2023-01-04,67721
2023-01-05,68711
2023-01-06,63125
2023-01-07,42492
2023-01-08,44620
2023-01-09,74134
2023-01-10,80604
2023-01-11,81988
2023-01-12,87595
2023-01-13,20792
2023-01-14,25896
2023-01-15,21415
2023-01-16,61311
2023-01-17,67337
2023-01-18,71361
2023-01-19,68359
2023-01-20,51398
2023-01-21,30226
2023-01-22,22752
2023-01-23,30880
2023-01-24,15265
2023-01-25,38329
2023-01-26,24340
2023-01-27,40221
2023-01-28,35890
2023-01-29,38347
2023-01-30,65611
2023-01-31,74828
2023-02-01,72476
2023-02-02,70755
2023-02-03,72693
2023-02-04,57939
2023-02-05,53806
2023-02-06,81306
2023-02-07,86528
2023-02-08,86848
2023-02-09,89612
2023-02-10,68845
2023-02-11,70625
2023-02-12,60692
2023-02-13,91952
2023-02-14,89966
2023-02-15,94666
2023-02-16,87394
2023-02-17,95472
2023-02-18,72419
2023-02-19,57600
2023-02-20,75725
2023-02-21,81584
2023-02-22,90322
2023-02-23,94719
2023-02-24,92586
2023-02-25,68023
2023-02-26,66858
2023-02-27,97898
2023-02-28,102196
2023-03-01,79638
2023-03-02,95453
2023-03-03,107215
2023-03-04,97286
2023-03-05,95137
2023-03-06,121403
2023-03-07,132494
2023-03-08,126428
2023-03-09,109299
2023-03-10,138823
2023-03-11,129567
2023-03-12,40919
2023-03-13,103769
2023-03-14,130020
2023-03-15,123017
2023-03-16,118553
2023-03-17,128106
2023-03-18,114617
2023-03-19,110627
2023-03-20,131591
2023-03-21,150433
2023-03-22,154551
2023-03-23,146757
2023-03-24,149034
2023-03-25,136959
2023-03-26,121288
2023-03-27,137985
2023-03-28,151848
2023-03-29,161395
2023-03-30,167433
2023-03-31,173890
2023-04-01,171977
2023-04-02,172417
2023-04-03,181275
2023-04-04,136861
2023-04-05,23103
2023-04-06,62143
2023-04-07,140643
2023-04-08,131981
2023-04-09,131332
2023-04-10,163117
2023-04-11,105357
2023-04-12,143620
2023-04-13,148980
2023-04-14,167790
2023-04-15,97305
2023-04-16,112187
2023-04-17,160891
2023-04-18,106064
2023-04-19,180747
2023-04-20,150795
2023-04-21,177951
2023-04-22,158022
2023-04-23,140444
2023-04-24,170623
2023-04-25,88208
2023-04-26,153562
2023-04-27,174520
2023-04-28,165729
2023-04-29,51329
2023-04-30,113123
2023-05-01,169163
2023-05-02,181358
2023-05-03,191700
2023-05-04,177946
2023-05-05,15582
2023-05-06,38108
2023-05-07,122748
2023-05-08,178650
2023-05-09,186373
2023-05-10,188820
2023-05-11,188666
2023-05-12,191294
2023-05-13,164530
2023-05-14,159839
2023-05-15,191110
2023-05-16,191713
2023-05-17,193524
2023-05-18,175236
2023-05-19,200052
2023-05-20,170201
2023-05-21,146665
2023-05-22,178834
2023-05-23,199093
2023-05-24,197705
2023-05-25,194905
2023-05-26,195431
2023-05-27,31642
2023-05-28,4992
2023-05-29,142076
2023-05-30,188617
2023-05-31,196321
2023-06-01,199164
2023-06-02,201999
2023-06-03,170766
2023-06-04,155376
2023-06-05,194306
2023-06-06,167366
2023-06-07,196585
2023-06-08,169188
2023-06-09,193084
2023-06-10,141922
2023-06-11,131271
2023-06-12,183371
2023-06-13,203584
2023-06-14,189563
2023-06-15,199265
2023-06-16,200404
2023-06-17,164879
2023-06-18,140332
2023-06-19,181878
2023-06-20,161787
2023-06-21,93551
2023-06-22,192382
2023-06-23,196517
2023-06-24,155928
2023-06-25,133566
2023-06-26,59288
2023-06-27,179792
2023-06-28,185929
2023-06-29,35326
2023-06-30,155252
2023-07-01,138848
2023-07-02,132519
2023-07-03,171026
2023-07-04,79773
2023-07-05,171939
2023-07-06,185517
2023-07-07,191206
2023-07-08,154423
2023-07-09,81833
2023-07-10,159154
2023-07-11,56819
2023-07-12,168418
2023-07-13,41165
2023-07-14,24226
2023-07-15,69393
2023-07-16,93350
2023-07-17,147346
2023-07-18,118187
2023-07-19,173226
2023-07-20,169877
2023-07-21,160865
2023-07-22,84758
2023-07-23,31837
2023-07-24,161070
2023-07-25,158705
2023-07-26,146479
2023-07-27,159895
2023-07-28,153268
2023-07-29,119933
2023-07-30,81868
2023-07-31,145077
2023-08-01,152764
2023-08-02,153384
2023-08-03,152246
2023-08-04,147761
2023-08-05,112326
2023-08-06,96077
2023-08-07,145554
2023-08-08,153593
2023-08-09,155572
2023-08-10,9333
2023-08-11,47228
2023-08-12,102782
2023-08-13,119034
2023-08-14,156353
2023-08-15,132095
2023-08-16,169885
2023-08-17,170943
2023-08-18,161698
2023-08-19,134303
2023-08-20,122592
2023-08-21,163981
2023-08-22,101681
2023-08-23,57844
2023-08-24,148749
2023-08-25,173593
2023-08-26,149424
2023-08-27,126015
2023-08-28,66917
2023-08-29,63964
2023-08-30,100739
2023-08-31,187063
2023-09-01,196234
2023-09-02,167368
2023-09-03,136338
2023-09-04,178038
2023-09-05,174696
2023-09-06,187670
2023-09-07,131889
2023-09-08,196674
2023-09-09,167334
2023-09-10,153532
2023-09-11,199362
2023-09-12,201165
2023-09-13,53263
2023-09-14,194667
2023-09-15,116772
2023-09-16,94644
2023-09-17,135100
2023-09-18,200344
2023-09-19,202886
2023-09-20,37782
2023-09-21,198839
2023-09-22,211000
2023-09-23,186459
2023-09-24,167382
2023-09-25,157395
2023-09-26,27143
2023-09-27,141358
2023-09-28,126058
2023-09-29,103986
2023-09-30,103695
2023-10-01,151020
2023-10-02,171036
2023-10-03,167059
2023-10-04,132537
2023-10-05,186080
2023-10-06,200078
2023-10-07,176986
2023-10-08,141615
2023-10-09,151130
2023-10-10,195286
2023-10-11,204173
2023-10-12,201396
2023-10-13,203659
2023-10-14,111638
2023-10-15,159332
2023-10-16,189744
2023-10-17,191776
2023-10-18,193924
2023-10-19,118197
2023-10-20,170244
2023-10-21,132500
2023-10-22,134066
2023-10-23,184120
2023-10-24,187766
2023-10-25,192778
2023-10-26,164556
2023-10-27,192266
2023-10-28,160764
2023-10-29,147452
2023-10-30,186956
2023-10-31,193108
2023-11-01,187987
2023-11-02,202591
2023-11-03,160432
2023-11-04,161023
2023-11-05,59274
2023-11-06,47700
2023-11-07,138377
2023-11-08,159097
2023-11-09,134271
2023-11-10,129657
2023-11-11,87798
2023-11-12,68275
2023-11-13,117868
2023-11-14,136266
2023-11-15,147369
2023-11-16,58048
2023-11-17,106103
2023-11-18,74022
2023-11-19,84580
2023-11-20,133538
2023-11-21,142667
2023-11-22,148945
2023-11-23,131152
2023-11-24,99893
2023-11-25,70554
2023-11-26,71061
2023-11-27,77697
2023-11-28,109150
2023-11-29,100192
2023-11-30,88350
2023-12-01,92493
2023-12-02,72805
2023-12-03,64171
2023-12-04,109554
2023-12-05,124074
2023-12-06,88354
2023-12-07,120227
2023-12-08,131896
2023-12-09,104904
2023-12-10,90687
2023-12-11,21196
2023-12-12,107450
2023-12-13,122098
2023-12-14,32536
2023-12-15,29494
2023-12-16,35059
2023-12-17,29901
2023-12-18,62249
2023-12-19,66154
2023-12-20,42819
2023-12-21,45353
2023-12-22,46935
2023-12-23,41327
2023-12-24,27591
2023-12-25,27330
2023-12-26,74783
2023-12-27,82145
2023-12-28,82354
2023-12-29,84168
2023-12-30,15214
2023-12-31,29130
2024-01-01,46628
2024-01-02,86401
2024-01-03,71808
2024-01-04,90108
2024-01-05,94927
2024-01-06,57180
2024-01-07,31453
2024-01-08,64954
2024-01-09,38225
2024-01-10,68182
2024-01-11,81574
2024-01-12,83980
2024-01-13,64103
2024-01-14,29012
2024-01-15,69544
2024-01-16,78773
2024-01-17,36751
2024-01-18,75781
2024-01-19,90533
2024-01-20,41784
2024-01-21,36990
2024-01-22,48141
2024-01-23,43598
2024-01-24,50773
2024-01-25,62375
2024-01-26,75067
2024-01-27,57701
2024-01-28,48386
2024-01-29,78804
2024-01-30,86601
2024-01-31,93214
2024-02-01,91544
2024-02-02,94974
2024-02-03,67695
2024-02-04,72953
2024-02-05,28210
2024-02-06,75271
2024-02-07,83375
2024-02-08,87766
2024-02-09,46882
2024-02-10,34185
2024-02-11,42844
2024-02-12,65447
2024-02-13,105499
2024-02-14,123164
2024-02-15,56314
2024-02-16,99958
2024-02-17,89419
2024-02-18,39094
2024-02-19,39918
2024-02-20,54441
2024-02-21,9619
2024-02-22,29138
2024-02-23,75743
2024-02-24,55705
2024-02-25,49385
2024-02-26,98027
2024-02-27,104192
2024-02-28,108938
2024-02-29,102015
2024-03-01,45204
2024-03-02,54616
2024-03-03,65373
2024-03-04,108123
2024-03-05,110781
2024-03-06,116840
2024-03-07,98089
2024-03-08,99708
2024-03-09,78186
2024-03-10,81205
2024-03-11,114642
2024-03-12,79702
2024-03-13,120871
2024-03-14,126960
2024-03-15,130984
2024-03-16,118337
2024-03-17,87958
2024-03-18,123585
2024-03-19,102650
2024-03-20,112271
2024-03-21,122109
2024-03-22,81659
2024-03-23,123505
2024-03-24,142056
2024-03-25,58731
2024-03-26,87493
2024-03-27,141397
2024-03-28,88262
2024-03-29,91985
2024-03-30,111705
2024-03-31,126243
2024-04-01,150002
2024-04-02,167903
2024-04-03,152464
2024-04-04,169116
2024-04-05,175780
2024-04-06,160694
2024-04-07,155134
2024-04-08,165760
2024-04-09,175200
2024-04-10,153280
2024-04-11,159020
2024-04-12,178590
2024-04-13,162840
2024-04-14,147697
2024-04-15,62443
2024-04-16,121310
2024-04-17,163251
2024-04-18,170395
2024-04-19,176559
2024-04-20,41458
2024-04-21,129191
2024-04-22,176577
2024-04-23,151845
2024-04-24,109248
2024-04-25,170659
2024-04-26,180700
2024-04-27,161805
2024-04-28,147985
2024-04-29,180040
2024-04-30,182958
2024-05-01,181443
2024-05-02,186109
2024-05-03,190519
2024-05-04,157017
2024-05-05,14293
2024-05-06,25675
2024-05-07,73352
2024-05-08,176786
2024-05-09,177956
2024-05-10,189095
2024-05-11,62198
2024-05-12,146932
2024-05-13,182540
2024-05-14,192269
2024-05-15,54567
2024-05-16,171721
2024-05-17,190748
2024-05-18,169969
2024-05-19,152135
2024-05-20,178259
2024-05-21,186302
2024-05-22,186678
2024-05-23,185658
2024-05-24,189921
2024-05-25,167431
2024-05-26,62695
2024-05-27,179257
2024-05-28,193347
2024-05-29,189821
2024-05-30,187451
2024-05-31,186899
2024-06-01,167886
2024-06-02,154185
2024-06-03,187325
2024-06-04,194258
2024-06-05,193174
2024-06-06,150192
2024-06-07,176158
2024-06-08,108169
2024-06-09,144226
2024-06-10,184822
2024-06-11,185345
2024-06-12,185744
2024-06-13,180576
2024-06-14,184775
2024-06-15,135549
2024-06-16,138909
2024-06-17,183979
2024-06-18,185043
2024-06-19,176984
2024-06-20,176293
2024-06-21,181238
2024-06-22,60130
2024-06-23,106453
2024-06-24,176793
2024-06-25,194249
2024-06-26,186839
2024-06-27,184941
2024-06-28,178144
2024-06-29,100000
2024-06-30,95582
2024-07-01,182412
2024-07-02,39425
2024-07-03,164923
2024-07-04,158343
2024-07-05,170995
2024-07-06,95369
2024-07-07,82462
2024-07-08,49089
2024-07-09,131047
2024-07-10,157084
2024-07-11,176887
2024-07-12,178478
2024-07-13,132048
2024-07-14,116657
2024-07-15,166497
2024-07-16,94003
2024-07-17,52002
2024-07-18,42868
2024-07-19,158625
2024-07-20,84494
2024-07-21,97479
2024-07-22,85679
2024-07-23,113320
2024-07-24,126761
2024-07-25,131194
2024-07-26,117455
2024-07-27,76401
2024-07-28,102036
2024-07-29,138818
2024-07-30,150513
2024-07-31,149869
2024-08-01,145489
2024-08-02,140156
2024-08-03,105224
2024-08-04,89614
2024-08-05,123157
2024-08-06,136544
2024-08-07,141042
2024-08-08,137397
2024-08-09,139485
2024-08-10,114532
2024-08-11,99631
2024-08-12,143230
2024-08-13,134079
2024-08-14,132732
2024-08-15,102411
2024-08-16,140851
2024-08-17,105965
2024-08-18,93509
2024-08-19,143004
2024-08-20,146665
2024-08-21,73100
2024-08-22,125878
2024-08-23,151308
2024-08-24,105514
2024-08-25,101723
2024-08-26,142238
2024-08-27,149070
2024-08-28,166242
2024-08-29,166666
2024-08-30,167333
2024-08-31,134545
2024-09-01,125170
2024-09-02,153796
2024-09-03,178909
2024-09-04,176857
2024-09-05,142476
2024-09-06,150540
2024-09-07,148978
2024-09-08,131434
2024-09-09,170529
2024-09-10,169983
2024-09-11,154083
2024-09-12,62023
2024-09-13,75826
2024-09-14,115908
2024-09-15,102890
2024-09-16,89292
2024-09-17,79402
2024-09-18,101367
2024-09-19,155491
2024-09-20,49130
2024-09-21,112110
2024-09-22,159567
2024-09-23,188300
2024-09-24,191168
2024-09-25,187734
2024-09-26,176103
2024-09-27,191573
2024-09-28,169000
2024-09-29,154569
2024-09-30,186558
2024-10-01,131750
2024-10-02,176842
2024-10-03,154012
2024-10-04,181964
2024-10-05,165479
2024-10-06,108639
2024-10-07,173890
2024-10-08,182682
2024-10-09,160343
2024-10-10,180124
2024-10-11,189284
2024-10-12,161687
2024-10-13,142166
2024-10-14,171314
2024-10-15,155623
2024-10-16,181100
2024-10-17,181165
2024-10-18,78685
2024-10-19,130845
2024-10-20,122491
2024-10-21,154414
2024-10-22,26820
2024-10-23,143682
2024-10-24,159378
2024-10-25,166458
2024-10-26,145497
2024-10-27,110957
2024-10-28,159283
2024-10-29,154503
2024-10-30,167863
2024-10-31,167817
2024-11-01,166375
2024-11-02,146379
2024-11-03,132614
2024-11-04,153235
2024-11-05,145636
2024-11-06,138914
2024-11-07,140432
2024-11-08,146639
2024-11-09,125849
2024-11-10,115697
2024-11-11,155328
2024-11-12,158301
2024-11-13,162971
2024-11-14,137483
2024-11-15,158838
2024-11-16,80378
2024-11-17,78614
2024-11-18,109684
2024-11-19,124669
2024-11-20,124098
2024-11-21,127471
2024-11-22,127424
2024-11-23,95085
2024-11-24,85907
2024-11-25,130589
2024-11-26,35385
2024-11-27,20902
2024-11-28,42961
2024-11-29,73916
2024-11-30,57423
2024-12-01,58689
2024-12-02,100413
2024-12-03,94723
2024-12-04,97375
2024-12-05,83592
2024-12-06,92791
2024-12-07,66505
2024-12-08,50139
2024-12-09,89588
2024-12-10,95376
2024-12-11,98567
2024-12-12,91976
2024-12-13,89574
2024-12-14,64507
2024-12-15,51245
2024-12-16,78064
2024-12-17,83421
2024-12-18,76140
2024-12-19,79368
2024-12-20,80214
2024-12-21,39455
2024-12-22,37978
2024-12-23,76146
2024-12-24,77783
2024-12-25,45247
2024-12-26,69113
2024-12-27,68333
2024-12-28,45732
2024-12-29,43614
2024-12-30,79482
2024-12-31,72945
